type,detail,comment,raw_code,label
Boolean expressions should not be gratuitous,"Remove this expression which always evaluates to ""true""","this line seems way too long to me, did you apply style file in your IDE ? ",    } else if(partitionEpochTime < previousWatermark && partitionDateTime.toLocalDate().equals(getDateFromEpochMillis(previousWatermark))) {,0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,I thought usage of the minimum should be in this ticket (according to the ticket description),                //TODO IGNITE-17302 Use miniumum from mv storage and tx state storage.,0
Null pointers should not be dereferenced,"A ""NullPointerException"" could be thrown; ""that"" is nullable here.",Revert the changes in this file since it is not related,"    return EqualityUtils.isEqual(_name, that._name) && EqualityUtils.isEqual(_dataType, that._dataType)",0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,This is already implemented. You may rebase the latest master,        //TODO: Implement MV FixedByte Forward Index reader,1
Unused method parameters should be removed,"Remove this unused method parameter ""meterService"".",*MissingOverride:*  send overrides method in MeterSender; expected @Override,"    public void send(Map<MeterId, BaseMeter> meterMap, MeterService meterService) {",0
Class variable fields should not have public accessibility,Make PARALLELS_THREAD_COUNT a static final constant or non-public and provide accessors if needed.,`PARALLELS_THREAD_COUNT` -> `MAX_PARALLEL`,        public static int PARALLELS_THREAD_COUNT = 5;,0
Names of regular expressions named groups should be used,Directly use 'collection' instead of its group number.,"Could you put a benchmark test case about this REGEX? And put a result in comment? In our experiences, REGEX is powerful, but cause performance issues in many scenarios.","    private static final Pattern URL_REGEX = Pattern.compile(""(?<pref>http(s)?://)*(?<domain>[\\w_.\\-\\d]+(:\\d+)?)?/(?<path>solr/(?<collection>[\\w_]+))?(/.*)?"");",0
Field names should comply with a naming convention,"Rename this field ""PHOTO_TITLE"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",these constants can be static final,"  private String PHOTO_TITLE = ""Model photo title"";",0
Two branches in a conditional structure should not have exactly the same implementation,This branch's code block is the same as the block for the branch on line 163.,same as above,"          } else if (absExtVal.compareTo(absCurrentValue) == 0
BinaryExpr               && extVal.compareTo(currentValue) > 0) {
ExpressionStmt             extVal = currentValue;",0
Hard-coded credentials are security-sensitive,Remove this hard-coded password.,Please use `Connection connection = EnvFactory.getEnv().getConnection();` instead.,"                Config.IOTDB_URL_PREFIX + ""127.0.0.1:6667/"", ""root"", ""root"");",1
Local variable and method parameter names should comply with a naming convention,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,You may just use `Queue.poll()`,        File tmp_file = ((LinkedList<File>) tmp).pollFirst();,0
Raw types should not be used,Provide the parametrized type for this generic.,"avoid using raw type of Map and BTW, if you mean to design this class as thread safe, it's better not to return the underlying map outside.",  public Map getTable() {,1
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,"Since we have a stats history file, it will pick up from all the segments and average it out.",    // TODO: allow multiple segments. What would that mean for the memory calculations?,0
"Boxed ""Boolean"" should be avoided in boolean expressions",Use the primitive boolean expression here.,"This is not generic for all functions, so it does not make sense to do this type of speedup for all. 

1. please add more inline comments to state why you choose these SimpleName configurations and when it should be used.
2. when you do speedup this way for multiple functions, you have even stronger assumption here for your input, which should be explained in java doc.",        if (speedup) {,0
"Non-primitive fields should not be ""volatile""","Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe.",private here and below,  volatile List<Buffer> _buffers = new ArrayList<Buffer>();,0
Class variable fields should not have public accessibility,Make TRACE_SQL_PARAMETERS a static final constant or non-public and provide accessors if needed.,"Add these configs to documentations, otherwise, nobody can find this feature until they read the source codes","            public static boolean TRACE_SQL_PARAMETERS = true;
FieldDeclaration             /**
FieldDeclaration              * For the sake of performance, limit the max number of parameter
FieldDeclaration              */
FieldDeclaration             public static int SQL_PARAMETERS_MAX_COUNT = 20;
FieldDeclaration             /**
FieldDeclaration              * For the sake of performance, SkyWalking won't save the entire parameters string into the tag, but only
FieldDeclaration              * the first {@code SQL_PARAMETERS_MAX_LENGTH} characters.
FieldDeclaration              *
FieldDeclaration              * Set a negative number to save the complete parameter string to the tag.
FieldDeclaration              */
FieldDeclaration             public static int SQL_PARAMETERS_MAX_LENGTH = 512;",0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,"I'd love to see a comment, not only a link. What's supposed to be done here?",    // TODO: https://issues.apache.org/jira/browse/IGNITE-16350,0
Deprecated code should be removed,Do not forget to remove this deprecated code someday.,You may just remove this method.,"  public void updateTime(String deviceId, long time) {",1
"""InterruptedException"" should not be ignored","Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.","not pressing, but equivalent:
if (planningJobIdFromStore.map(id -> !canRun(id, planningJobHelixManager)).getOrElse(false)) {","        if (planningJobIdFromStore.isPresent() && !canRun(planningJobIdFromStore.get(), planningJobHelixManager)) {",0
Printf-style format strings should be used correctly,String contains no format specifiers.,same as above,"      ret.append(String.format(""Region Replica set has not set.\n""));",0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,`No need to scan values when filtering with inverted index`,    // TODO: explain why there is no entries scanned in this filter.,0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,why?,        // TODO type here may be incorrect,0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,Is getFolderId the right method to replace this? Based on the name I would think mediaType wouldn't correspond with folderId,  // TODO(zacsh) remove this in favor of getFolderId,0
